participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.northeast,session.midwest,session.south,session.west,initial.1.player.id_in_group,initial.1.player.role,initial.1.player.payoff,initial.1.player.id_cint,initial.1.player.age,initial.1.player.gender,initial.1.player.nationality,initial.1.player.region,initial.1.player.highest_education,initial.1.player.current_employment,initial.1.player.quota_full,initial.1.player.job_title,initial.1.player.job_tasks,initial.1.player.industry_category,initial.1.player.eligible_to_vote,initial.1.player.voting_intention,initial.1.player.closeness_to_party,initial.1.player.political_views_scale,initial.1.player.iintrsts,initial.1.player.charm,initial.1.player.iprotect,initial.1.player.iprivacy,initial.1.player.cprotect,initial.1.player.climchoi,initial.1.player.hequal,initial.1.player.ewealth,initial.1.player.eradeq,initial.1.player.ediscrim,initial.1.player.hrevdis2,initial.1.player.hfeminin,initial.1.group.id_in_subsession,initial.1.subsession.round_number,beliefs.1.player.id_in_group,beliefs.1.player.role,beliefs.1.player.payoff,beliefs.1.player.robots_per_1000_workers,beliefs.1.player.confidence_robots,beliefs.1.player.rank1_robots,beliefs.1.player.rank2_robots,beliefs.1.player.rank3_robots,beliefs.1.player.country_more_robots,beliefs.1.player.sector_more_robots,beliefs.1.player.sector_more_robots_in_country,beliefs.1.player.job_impact_robots_order,beliefs.1.player.job_impact_robots_sign,beliefs.1.player.job_impact_robots,beliefs.1.player.job_impact_robots_overall,beliefs.1.player.confidence_job_impact,beliefs.1.player.ai_what_is,beliefs.1.player.ai_job_impact_future_order,beliefs.1.player.ai_job_impact_future_sign,beliefs.1.player.ai_job_impact_future,beliefs.1.player.confidence_ai_future,beliefs.1.player.low_skill_ai_impact_order,beliefs.1.player.low_skill_ai_impact_sign,beliefs.1.player.low_skill_ai_impact,beliefs.1.player.high_skill_ai_impact_order,beliefs.1.player.high_skill_ai_impact_sign,beliefs.1.player.high_skill_ai_impact,beliefs.1.player.confidence_ai_skill,beliefs.1.player.open_opinion_automation_ai,beliefs.1.group.id_in_subsession,beliefs.1.subsession.round_number,narratives.1.player.id_in_group,narratives.1.player.role,narratives.1.player.payoff,narratives.1.player.treat,narratives.1.player.attention_check,narratives.1.player.cq_answer1,narratives.1.player.cq_answer2,narratives.1.player.cq_answer3,narratives.1.player.cq_answer4,narratives.1.player.cq_answer5,narratives.1.player.button_statements,narratives.1.player.mistake_answer1,narratives.1.player.mistake_answer2,narratives.1.player.mistake_answer3,narratives.1.player.mistake_answer4,narratives.1.player.mistake_answer5,narratives.1.player.policy_intervention,narratives.1.player.policy_intervention_reason1,narratives.1.player.policy_intervention_reason2,narratives.1.player.universal_income,narratives.1.player.tax_credits_innovation,narratives.1.player.stronger_regulations_ai,narratives.1.player.education_policies_training,narratives.1.player.breaking_up_tech_monopolies,narratives.1.player.lower_taxes_on_labor,narratives.1.player.higher_taxes_on_capital,narratives.1.player.minimum_wage_policy,narratives.1.player.unemployment_benefits,narratives.1.player.sharing_inn,narratives.1.player.button_optimistic,narratives.1.player.button_pessimistic,narratives.1.player.button_neutral,narratives.1.group.id_in_subsession,narratives.1.subsession.round_number,final.1.player.id_in_group,final.1.player.role,final.1.player.payoff,final.1.player.job_loss_chance,final.1.player.postal_code,final.1.player.civil_status,final.1.player.num_children,final.1.player.num_adults,final.1.player.num_elderly,final.1.player.annual_gross_household_income,final.1.player.high_school_type,final.1.player.university_major,final.1.player.firm_use_robots_ai,final.1.player.born_in_country,final.1.player.religious_community,final.1.player.trust_in_government,final.1.player.trust_in_political_parties,final.1.player.trust_in_trade_unions,final.1.player.trust_in_tech_tycoons,final.1.player.risk_willingness,final.1.player.feelings_towards_technology,final.1.player.smartphone_os,final.1.player.hours_computer_use_for_work,final.1.player.active_on_social_media,final.1.player.facebook,final.1.player.twitter,final.1.player.instagram,final.1.player.tiktok,final.1.player.linkedin,final.1.player.other_social,final.1.player.time_spent_on_social_media,final.1.player.usage_AI,final.1.player.general_comments,final.1.player.survey_biased,final.1.player.statements_informative,final.1.player.button_link,final.1.group.id_in_subsession,final.1.subsession.round_number
5795,tixhwijm,671a478b-4726-98e6-e098-9075aa29619b,0,21,21,final,Completion,2024-10-24 13:11:46.360181,1,,,0.0,32,Male,California,neutral,0,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5795,,0.0,671a478b-4726-98e6-e098-9075aa29619b,32,Male,US nationality,California,High school diploma,Currently not employed and not looking for work,0,Permanently Disabled ,N/A,None,Yes,Do not know,4,6,3,3,2,2,1,1,1,6,5,5,3,2,1,1,5795,,0.0,10000.0,2,Republic of Korea,China,US,Russia,Food,Food,1,increase,100000.0,decrease a little,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,increase,29.0,6,0,decrease,11.0,0,decrease,19.0,3,Quicker than most analysis of stories and photos.That properly conform to a given held state of perspectives and or views of a telling.,1,1,5795,,0.0,neutral,1,1,0,1,0,0,0,1,0,0,0,0,No,Stationary living arrangements ,Bias world views,1,1,1,0,1,1,1,0,1,optimistic,0,0,0,1,1,5795,,0.0,,93702,Single,0,0,2,8888,No,,Not Applicable,1,I do not belong to any religious community,6,8,8,8,7,5,Android,5.0,Yes,1,0,0,0,0,1,5,2,Nothing ,"No, it did not feel biased",8,0,1,1
5796,hzmd1zny,671a47a3-fb20-8847-7832-280b5fceabad,0,1,21,initial,InformedConsent,2024-10-24 13:12:08.988969,1,,,0.0,,,,baseline,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5796,,0.0,671a47a3-fb20-8847-7832-280b5fceabad,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,5796,,0.0,,,,,,,,,1,,,,,,0,,,,0,,,0,,,,,1,1,5796,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5796,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
5797,rl586ysy,671a47aa-e458-926c-99f3-93d212e87886,0,21,21,final,Completion,2024-10-24 13:12:16.694098,1,,,0.0,42,Male,Texas,optimistic,1,0,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5797,,0.0,671a47aa-e458-926c-99f3-93d212e87886,42,Male,US nationality,Texas,No degree,Employed,0,Electrical ,Wireing houses,Electrical ,Yes,Republican,6,9,5,4,4,6,4,4,5,5,5,5,5,5,1,1,5797,,0.0,2000.0,4,China,US,China,Japan,Electrics/Electronics,,1,increase,200.0,decrease a lot,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,28.0,5,0,increase,55.0,1,increase,50.0,3,I think AI will be really helpful for our future. It can do thing that we can't and keep our jobs going,1,1,5797,,0.0,optimistic,1,1,0,1,0,0,6,9,6,8,4,4,Yes,Because it will rise the cost,Because it will lower the cost,0,0,0,0,0,1,0,0,0,optimistic,0,0,0,1,1,5797,,0.0,31,78240,Single,,,,100,,,None,1,I do not belong to any religious community,1,1,2,1,7,7,Android,6.0,Yes,1,1,1,1,0,0,60,2,This is kinda long,"No, it did not feel biased",6,0,1,1
5798,7iruxre1,671a47a8-49c5-90df-8072-162758b95ba0,0,21,21,final,Completion,2024-10-24 13:12:17.564985,1,,,0.0,43,Female,Wisconsin,pessimistic,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5798,,0.0,671a47a8-49c5-90df-8072-162758b95ba0,43,Female,US nationality,Wisconsin,High school diploma,Looking for work but currently unemployed,0,LPN,Passing medications ,Health care,Yes,Republican,6,9,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5798,,0.0,100.0,1,China,Japan,Germany,China,Electrics/Electronics,Metal and Machinery,1,increase,100.0,decrease a lot,2,,1,decrease,50.0,2,0,decrease,5.0,0,decrease,5.0,1,Shaping the future by employing robots to make work get done faster,1,1,5798,,0.0,pessimistic,1,1,0,1,0,0,2,1,0,2,0,0,Yes,Faster ,Less money ,0,0,0,1,0,0,0,0,0,not support,0,0,0,1,1,5798,,0.0,,53210,Divorced,1,0,0,54000,Yes,,None,1,Christian Orthodox,9,8,9,9,9,7,Android,4.0,Yes,1,0,0,0,0,0,25,2,No,"No, it did not feel biased",8,0,1,1
5799,63kd29ak,671a479c-b10f-da62-7332-414ca92ffdaa,0,21,21,final,Completion,2024-10-24 13:12:18.569195,1,,,0.0,35,Female,Texas,neutral,0,0,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5799,,0.0,671a479c-b10f-da62-7332-414ca92ffdaa,35,Female,US nationality,Texas,No degree,Currently not employed and not looking for work,0,Home Healthcare ,The basics cook clean run errands ,Health ,Yes,Do not know,1,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,5799,,0.0,,1,Japan,China,US,Japan,Electrics/Electronics,Metal and Machinery,1,decrease,100.0,decrease a lot,1,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,40.0,1,1,decrease,30.0,1,decrease,40.0,1,I would not know it's to advance for me,1,1,5799,,0.0,neutral,1,1,0,1,0,0,0,2,3,2,2,2,No,I dont use AI so that's my first reason why not,I am nor interested in something I have no wants to but no,0,0,0,1,0,1,0,0,1,not support,1,1,1,1,1,5799,,0.0,,76306,Single,,,,25000,,,None,1,I do not belong to any religious community,0,0,0,0,4,5,Android,0.0,Yes,1,0,1,1,0,0,60,1,No,"No, it did not feel biased",4,0,1,1
5800,uvbnlw74,671a4782-1810-79de-f948-8ef4322c8b2b,0,21,21,final,Completion,2024-10-24 13:12:20.980283,1,,,0.0,34,Female,Massachusetts,baseline,1,0,1,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5800,,0.0,671a4782-1810-79de-f948-8ef4322c8b2b,34,Female,US nationality,Massachusetts,Master’s degree,Employed,0,Teacher,Teach science to high school students,Education,Yes,Democrat,6,1,2,5,3,3,3,3,1,6,6,6,1,1,1,1,5800,,0.0,2000.0,2,China,Republic of Korea,Russia,China,Electrics/Electronics,Electrics/Electronics,0,decrease,100.0,decrease a little,3,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,increase,200.0,4,0,decrease,50.0,1,increase,100.0,3,AI is leading to advancements in society but can also be dangerous. ,1,1,5800,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,AI can be dangerous if used incorrectly,"AI can be used to deep fake documents and photos, and this must be regulated",1,0,1,1,1,0,0,1,0,pessimistic,1,2,1,1,1,5800,,0.0,0,01960,Married,0,2,0,160000,,Psychology,None,1,I do not belong to any religious community,3,2,6,0,6,9,iOS (iPhone),3.0,Yes,1,1,1,1,0,0,120,3,,"No, it did not feel biased",,0,1,1
5801,0b6yfsv5,671a47af-260d-352f-887b-429d7213a0e0,0,13,21,narratives,ControlQuestions,2024-10-24 13:12:21.691607,1,,,0.0,35,Female,Texas,optimistic,1,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5801,,0.0,671a47af-260d-352f-887b-429d7213a0e0,35,Female,US nationality,Texas,High school diploma,Employed,0,Pharmacy technician ,"I compound sterile and non sterile products in a hospital pharmacy, answer phones, refill crash carts and other items",Healthcare ,Yes,Democrat,4,6,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5801,,0.0,100000.0,4,China,Japan,US,China,Metal and Machinery,Metal and Machinery,1,decrease,100.0,remain the same,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,decrease,10.0,4,1,increase,10.0,0,decrease,10.0,5,Automation and AI are quickly developing and replacing many of the typical and repetitive tasks of workers.,1,1,5801,,0.0,optimistic,1,0,0,0,0,0,4,18,7,17,5,5,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5801,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
5802,x859veb9,671a47b4-ac70-1e97-ea6c-aa29ddf8899a,0,21,21,final,Completion,2024-10-24 13:12:25.463311,1,,,0.0,38,Male,Oklahoma,pessimistic,1,1,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5802,,0.0,671a47b4-ac70-1e97-ea6c-aa29ddf8899a,38,Male,US nationality,Oklahoma,High school diploma,Employed,0,Customer service ,Food/beverage serving,Food/customer service ,Yes,Democrat,7,11,3,6,2,6,6,6,6,6,6,6,6,6,1,1,5802,,0.0,274.0,7,Republic of Korea,Japan,Germany,China,Electrics/Electronics,Electrics/Electronics,1,increase,1000.0,increase a little,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,increase,60.0,6,1,increase,60.0,1,increase,60.0,7,increase labour productivity by automating routine tasks while expanding employee skills and increasing the value of work,1,1,5802,,0.0,pessimistic,1,1,0,1,0,0,4,26,5,29,8,8,No,"costly implementation, potential human job loss, and lack of emotion and creativity.",AI regulation could stifle innovation and result in vague or overly complex rules that wouldn't do what they're intended to do,1,0,0,1,0,1,1,1,0,neutral,0,0,0,1,1,5802,,0.0,50,44146,Single,0,1,0,15000,Customer service ,,None,1,I do not belong to any religious community,9,5,4,5,10,9,iOS (iPhone),1.0,Yes,0,1,1,1,0,0,60,1,No it was a great survey,"No, it did not feel biased",6,0,1,1
5803,yk4645gs,671a47a4-77d5-c0b2-3b5d-e8fb315c5100,0,13,21,narratives,ControlQuestions,2024-10-24 13:12:33.461927,1,,,0.0,25,Male,North Dakota,neutral,1,0,1,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5803,,0.0,671a47a4-77d5-c0b2-3b5d-e8fb315c5100,25,Male,US nationality,North Dakota,University degree,Employed,0,Cryptological welfare officer,Stopping in the military from getting hacked,Navy,Yes,Republican,7,11,6,6,4,5,6,3,6,5,4,5,6,6,1,1,5803,,0.0,25000.0,5,China,US,Germany,Japan,Food,Plastic and Chemical Products,1,increase,9000.0,increase a little,7,,1,increase,50.0,7,1,increase,10.0,0,increase,26.0,7,It will help us to  Improve our quality of living ,1,1,5803,,0.0,neutral,1,0,0,0,0,0,0,231,8,232,4,4,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5803,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
5804,28d6u659,671a47a7-2478-6698-c7a7-7863dcccc9ad,0,21,21,final,Completion,2024-10-24 13:12:38.842218,1,,,0.0,35,Female,Ohio,baseline,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5804,,0.0,671a47a7-2478-6698-c7a7-7863dcccc9ad,35,Female,US nationality,Ohio,High school diploma,Looking for work but currently unemployed,0,Ubereats and instacart. ,Deliver groceries and food. ,Services.,Yes,Do not know,1,7,6,4,4,6,1,3,1,1,6,6,3,3,1,1,5804,,0.0,45.0,3,Republic of Korea,Japan,China,US,Electrics/Electronics,Automotive,1,decrease,25.0,increase a lot,3,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,25.0,1,1,decrease,32.0,1,decrease,25.0,5,Jobs and machinery ,1,1,5804,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,Cyberbullying,Privacy,0,0,0,0,1,0,0,0,0,not support,0,0,0,1,1,5804,,0.0,,,Married,,35,,22000,No,,None,1,I do not belong to any religious community,3,6,5,4,7,5,Android,5.0,Yes,1,0,1,0,0,1,3,2,,"No, it did not feel biased",,0,1,1
5805,btaiov4m,671a47cc-da3c-fbf5-f36d-53cbc459706d,0,21,21,final,Completion,2024-10-24 13:12:50.019762,1,,,0.0,25,Male,Washington DC,optimistic,1,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5805,,0.0,671a47cc-da3c-fbf5-f36d-53cbc459706d,25,Male,US nationality,Washington DC,High school diploma,Apprentice and trainee,0,Jibs,I like it,It’s fun,Yes,Democrat,5,7,4,2,2,2,4,4,2,3,4,2,6,1,1,1,5805,,0.0,2.0,4,US,Japan,US,Italy,Electrics/Electronics,Metal and Machinery,0,decrease,10.0,remain the same,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,5.0,4,0,decrease,10.0,1,increase,5.0,4,I love it,1,1,5805,,0.0,optimistic,1,1,0,1,0,0,2,11,3,6,4,4,Yes,Yes,Why,0,0,0,0,1,0,0,0,0,not support,0,0,0,1,1,5805,,0.0,75,3,Widow,0,2,0,200,Yes,,Robots,1,Protestant,5,1,5,4,2,6,Android,2.0,Yes,0,0,0,0,0,0,2,2,Goodmorning ,"No, it did not feel biased",7,0,1,1
5806,2jmjlwp4,671a47cc-75ce-6e3e-afad-eb4089daaab4,0,5,21,initial,VotingDetails,2024-10-24 13:12:50.237708,1,,,0.0,18,Female,Georgia,pessimistic,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5806,,0.0,671a47cc-75ce-6e3e-afad-eb4089daaab4,18,Female,US and other nationality,Georgia,Master’s degree,Student,0,,,,,,,,,,,,,,,,,,,,1,1,5806,,0.0,,,,,,,,,0,,,,,,1,,,,1,,,0,,,,,1,1,5806,,0.0,pessimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5806,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
5807,gagint2t,671a47d2-f4f8-29ce-6220-61cacfd96ff3,0,21,21,final,Completion,2024-10-24 13:12:57.757476,1,,,0.0,29,Female,Arkansas,neutral,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5807,,0.0,671a47d2-f4f8-29ce-6220-61cacfd96ff3,29,Female,US nationality,Arkansas,High school diploma,Other,0,Stay at home mom,Everything ,They're babies,Yes,Republican,3,6,5,3,2,4,5,4,6,6,6,1,6,6,1,1,5807,,0.0,100.0,1,China,Russia,Republic of Korea,China,Electrics/Electronics,Metal and Machinery,1,decrease,10.0,decrease a lot,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,decrease,75.0,1,1,increase,100.0,1,decrease,100.0,4,AI is taking money away from people that support their families. Taking all the jobs,1,1,5807,,0.0,neutral,1,1,0,1,0,0,2,1,0,1,0,0,Yes,They take jobs away from the actual American people ,We're becoming a third world country,1,1,1,1,1,1,1,0,1,not support,0,0,0,1,1,5807,,0.0,,72301,Single,3,2,0,25000,No,,Not Applicable,1,I do not belong to any religious community,0,0,0,0,10,5,Android,0.0,No,0,0,0,0,0,0,,1,,"No, it did not feel biased",4,0,1,1
5808,7wpirbr5,671a47c8-2795-a6e7-046b-a1ea705d46fc,0,8,21,beliefs,IndustrialRobots,2024-10-24 13:13:00.760537,1,,,0.0,44,Female,Georgia,baseline,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5808,,0.0,671a47c8-2795-a6e7-046b-a1ea705d46fc,44,Female,US nationality,Georgia,High school diploma,Retired,0,homemaker,clean and keep my house as well as pets and kids,none,Yes,Republican,7,11,5,3,6,6,1,1,6,3,1,1,6,6,1,1,5808,,0.0,,,,,,,,,0,,,,,,0,,,,1,,,0,,,,,1,1,5808,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5808,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
5809,oeiy95mt,671a47dc-5dd5-9bdc-2760-7cc92b05dfbe,0,21,21,final,Completion,2024-10-24 13:13:08.168583,1,,,0.0,21,Female,Texas,optimistic,1,1,0,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5809,,0.0,671a47dc-5dd5-9bdc-2760-7cc92b05dfbe,21,Female,US nationality,Texas,High school diploma,Employed,0,Hahahha,Uauauua,Usuauua,Yes,Democrat,6,10,6,4,5,4,4,6,6,3,5,6,4,5,1,1,5809,,0.0,2.0,6,Japan,US,Russia,US,Food,Automotive,0,decrease,566.0,increase a little,6,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,increase,50.0,2,0,decrease,60.0,1,decrease,30.0,2,Hahahaha hahhahaha babah,1,1,5809,,0.0,optimistic,1,1,0,1,0,0,0,51,20,42,13,13,Yes,Hehs,Babsn,0,0,0,0,0,0,0,0,1,pessimistic,1,1,1,1,1,5809,,0.0,32,77802,Separated,,,,150000,Gggg,,AI,1,Other,5,6,4,7,2,5,iOS (iPhone),50.0,Yes,1,1,1,1,0,0,20,5,Yyy,"Yes, left-wing bias",5,0,1,1
5810,oyxkcr2g,671a47ea-29cc-2bf2-c848-d304da6baeef,0,21,21,final,Completion,2024-10-24 13:13:21.810563,1,,,0.0,44,Male,North Carolina,pessimistic,1,1,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5810,,0.0,671a47ea-29cc-2bf2-c848-d304da6baeef,44,Male,US nationality,North Carolina,High school diploma,Employed,0,Machine operator ,We make bread for the whole world. ,Manufacturing ,Yes,Democrat,7,5,6,6,1,6,6,1,6,6,6,6,1,6,1,1,5810,,0.0,,5,Russia,Japan,China,China,Food,Automotive,0,decrease,500.0,decrease a lot,7,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,increase,50.0,7,0,increase,50.0,0,increase,50.0,7,It wi probide more opportunities for peope to get,1,1,5810,,0.0,pessimistic,1,1,0,1,0,0,0,0,0,0,0,0,No,Nothing ,Nothing ,1,1,0,0,0,0,0,1,0,neutral,0,0,0,1,1,5810,,0.0,0,27530,Married,0,2,0,79000,Yes,,Both,1,Protestant,5,5,5,5,10,10,Android,3.0,Yes,1,0,1,1,0,1,7,2,No,"No, it did not feel biased",5,0,1,1
5811,bemsrzkn,671a47ed-d504-3b91-2357-941f07ef1026,0,21,21,final,Completion,2024-10-24 13:13:24.091677,1,,,0.0,29,Male,New York,neutral,0,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5811,,0.0,671a47ed-d504-3b91-2357-941f07ef1026,29,Male,US and other nationality,New York,Master’s degree,Currently not employed and not looking for work,0,Max,Nothing ,Nothing ,Yes,Democrat,5,7,3,3,4,4,4,4,2,3,2,2,2,2,1,1,5811,,0.0,1000.0,3,US,US,US,US,Electrics/Electronics,Plastic and Chemical Products,1,increase,2.0,decrease a lot,5,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,increase,2.0,5,1,increase,2.0,1,increase,2.0,6,Max,1,1,5811,,0.0,neutral,1,1,0,1,0,0,0,8,4,11,3,3,Yes,None,None ,0,1,0,0,0,0,0,0,0,not support,1,1,1,1,1,5811,,0.0,,11226,Single,0,1,0,100,,Max,AI,1,Islamic,8,8,7,9,9,7,iOS (iPhone),1.0,Yes,1,0,0,0,0,0,2,2,It was great ,"Yes, left-wing bias",8,0,1,1
5812,ttpyjoai,671a47f6-c37c-f92b-92ea-abe685626230,0,21,21,final,Completion,2024-10-24 13:13:33.758348,1,,,0.0,35,Female,Missouri,baseline,1,1,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5812,,0.0,671a47f6-c37c-f92b-92ea-abe685626230,35,Female,US nationality,Missouri,High school diploma,Employed,0,Cashier,Cashier,Gas station ,Yes,Republican,,6,6,4,4,6,2,2,3,5,4,6,6,6,1,1,5812,,0.0,300.0,3,China,Japan,US,China,Automotive,Automotive,1,decrease,100.0,decrease a lot,3,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,decrease,50.0,1,1,decrease,50.0,1,decrease,50.0,2,There not there taking away jobs from hard working people ,1,1,5812,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,Don't know ,Don't know ,0,0,0,0,0,1,0,0,0,neutral,0,0,0,1,1,5812,,0.0,45,633359,Married,0,2,0,35000,No,,None,1,Other,5,5,5,5,1,5,Android,2.0,Yes,1,0,0,0,0,0,60,1,,"No, it did not feel biased",,0,1,1
5813,ym3v7o34,671a47f7-17e5-d9e2-f1fe-7f8cd8718d50,0,21,21,final,Completion,2024-10-24 13:13:34.618305,1,,,0.0,24,Female,Florida,optimistic,1,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5813,,0.0,671a47f7-17e5-d9e2-f1fe-7f8cd8718d50,24,Female,US nationality,Florida,University degree,Employed,0,Behavioral therapist ,Redirecting and replacing unwanted behaviors.,Healthcare ,Yes,Democrat,5,7,4,2,4,3,4,3,5,3,5,5,4,2,1,1,5813,,0.0,50.0,6,US,Germany,China,China,Automotive,Automotive,1,increase,20.0,remain the same,5,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,30.0,4,0,decrease,10.0,1,increase,35.0,4,Makes some things easier but lessen Oppurtunities for the people to learn new skills ,1,1,5813,,0.0,optimistic,1,1,0,1,0,0,0,0,1,2,0,0,Yes,To ensure programs run as written,To replace and edit programs as needed ,1,0,0,0,0,0,0,0,0,not support,0,0,0,1,1,5813,,0.0,13,32206,Widow,0,0,1,48000,,Bachelor's ,None,1,Christian Orthodox,9,6,7,9,0,2,Android,1.0,Yes,1,0,0,0,0,0,120,1,no,"No, it did not feel biased",6,0,1,1
5814,ne6a1oyc,671a4804-670d-b131-4c9e-e83b880194e8,0,13,21,narratives,ControlQuestions,2024-10-24 13:13:45.641162,1,,,0.0,25,Female,Indiana,pessimistic,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,5814,,0.0,671a4804-670d-b131-4c9e-e83b880194e8,25,Female,US nationality,Indiana,High school diploma,Currently not employed and not looking for work,0,Petsitter,Pet sitter,Sitter,Yes,Democrat,3,10,4,3,4,4,3,4,4,2,4,3,4,3,1,1,5814,,0.0,2.0,4,US,US,US,US,Food,Food,0,decrease,3.0,decrease a lot,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,2.0,4,1,increase,2.0,1,decrease,2.0,4,I think it’s doing very well,1,1,5814,,0.0,pessimistic,0,0,0,0,0,0,4,30,16,30,3,3,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,5814,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
