participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.nielsenIIIb,session.nielsenII,session.nielsenVII,session.nielsenIV,session.nielsenVVI,session.nielsenI,session.nielsenIIIa,follow_up.1.player.id_in_group,follow_up.1.player.role,follow_up.1.player.payoff,follow_up.1.player.id_cint,follow_up.1.player.treat,follow_up.1.player.age,follow_up.1.player.gender,follow_up.1.player.region,follow_up.1.player.quota_full,follow_up.1.player.policy_intervention,follow_up.1.player.universal_income,follow_up.1.player.tax_credits_innovation,follow_up.1.player.stronger_regulations_ai,follow_up.1.player.education_policies_training,follow_up.1.player.breaking_up_tech_monopolies,follow_up.1.player.lower_taxes_on_labor,follow_up.1.player.higher_taxes_on_capital,follow_up.1.player.minimum_wage_policy,follow_up.1.player.unemployment_benefits,follow_up.1.player.ai_what_is,follow_up.1.player.news_articles_read,follow_up.1.player.search_candidate_policies,follow_up.1.player.search_tvnews,follow_up.1.player.search_google,follow_up.1.player.search_radio,follow_up.1.player.search_blogs,follow_up.1.player.search_podcasts,follow_up.1.player.search_newspapers,follow_up.1.player.search_facebook,follow_up.1.player.search_twitter,follow_up.1.player.search_instagram,follow_up.1.player.search_tiktok,follow_up.1.player.search_other_social,follow_up.1.player.search_verbal,follow_up.1.player.search_websites,follow_up.1.player.search_speech,follow_up.1.player.policy_priority,follow_up.1.player.active,follow_up.1.player.active_community,follow_up.1.player.active_neighborhood,follow_up.1.player.active_work,follow_up.1.player.active_friends,follow_up.1.player.active_family,follow_up.1.player.active_social_media,follow_up.1.player.candidate_voted,follow_up.1.player.party_for_ai,follow_up.1.player.party_for_workers,follow_up.1.player.job_loss_chance,follow_up.1.player.answer1,follow_up.1.player.answer2,follow_up.1.player.answer3,follow_up.1.player.answer4,follow_up.1.player.answer5,follow_up.1.player.answer6,follow_up.1.player.answer7,follow_up.1.player.answer8,follow_up.1.player.selected_most_common_petition,follow_up.1.player.beliefs_optimistic,follow_up.1.player.beliefs_pessimistic,follow_up.1.player.beliefs_balanced,follow_up.1.player.button_optimistic,follow_up.1.player.button_pessimistic,follow_up.1.player.button_neutral,follow_up.1.player.happiness,follow_up.1.player.anger,follow_up.1.player.fear,follow_up.1.player.political_corr,follow_up.1.player.tvnews,follow_up.1.player.google,follow_up.1.player.radio,follow_up.1.player.blogs,follow_up.1.player.podcasts,follow_up.1.player.newspapers,follow_up.1.player.facebook,follow_up.1.player.twitter,follow_up.1.player.instagram,follow_up.1.player.tiktok,follow_up.1.player.other_social,follow_up.1.player.verbal,follow_up.1.player.daily_news_time,follow_up.1.player.main_media_outlet,follow_up.1.group.id_in_subsession,follow_up.1.subsession.round_number
2325,d3f4c8ny,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2325,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2326,tbjd7vq0,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2326,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2327,uinp5zq5,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2327,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2328,57hgywiv,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2328,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2329,yo8l221r,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2329,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2330,05268gop,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2330,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2331,8xz1j32i,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2331,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2332,dn70yizm,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2332,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2333,w7hoju5b,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2333,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2334,b3mchq18,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2334,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2335,i9z33sgd,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2335,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2336,rrengjd1,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2336,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2337,aowr222o,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2337,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2338,34g8jgcb,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2338,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2339,cte093t7,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2339,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2340,ce0vo3hv,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2340,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2341,h8ymkkln,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2341,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2342,trse7uf9,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2342,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2343,73ir3s7c,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2343,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2344,5mstmtfd,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2344,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2345,8lc0woln,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2345,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2346,wbm8hw16,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2346,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2347,bs7jutd8,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2347,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2348,22wp5d4v,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2348,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2349,d9c6lgui,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2349,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2350,9lylvx3y,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2350,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2351,i3izly1e,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2351,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2352,5sw0dpgc,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2352,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2353,erfg9y50,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2353,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2354,fgbdg3yi,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2354,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2355,3z7ugh0d,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2355,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2356,w2n2emh7,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2356,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2357,2bf5bj1w,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2357,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2358,rfe908rf,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2358,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2359,qbrg67sg,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2359,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2360,no9779cz,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2360,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2361,81y8ximp,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2361,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2362,34kb1edd,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2362,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2363,epuey19m,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2363,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2364,lkwv8bk9,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2364,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2365,1wor2zvw,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2365,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2366,v9kfsxuk,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2366,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2367,4bfztq06,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2367,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2368,bij118yx,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2368,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2369,24ximp2l,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2369,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2370,598q5qam,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2370,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2371,xr7y3jlk,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2371,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2372,b9qm0snl,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2372,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2373,or0f7enl,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,2373,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
